D. melanogaster. Expresses dsRNA for RNAi of mts (FBgn0004177) under UAS control in the VALIUM10 vector.: y[1] v[1]; P{y[+t7.7] v[+t1.8]=TRiP.JF02805}attP2	Bloomington Drosophila Stock Center	BDSC:27723; Flybase:FBst0027723;
D. melanogaster. Expresses dsRNA for RNAi of Pdk1 (FBgn0020386) under UAS control in the VALIUM10 vector.: y[1] v[1]; P{y[+t7.7] v[+t1.8]=TRiP.JF02807}attP2	Bloomington Drosophila Stock Center	BDSC:27725; Flybase:FBst0027725;
D. melanogaster. Expresses dsRNA for RNAi of ds (FBgn0284247) under UAS control in the VALIUM10 vector.: y[1] v[1]; P{y[+t7.7] v[+t1.8]=TRiP.JF02842}attP2	Bloomington Drosophila Stock Center	BDSC:28008; Flybase:FBst0028008;
D. melanogaster. Expresses dsRNA for RNAi of Hrs (FBgn0031450) under UAS control in the VALIUM10 vector.: y[1] v[1]; P{y[+t7.7] v[+t1.8]=TRiP.JF02860}attP2	Bloomington Drosophila Stock Center	BDSC:28026; Flybase:FBst0028026;
D. melanogaster. Expresses dsRNA for RNAi of mam (FBgn0002643) under UAS control in the VALIUM10 vector.: y[1] v[1]; P{y[+t7.7] v[+t1.8]=TRiP.JF02881}attP2	Bloomington Drosophila Stock Center	BDSC:28046; Flybase:FBst0028046;
D. melanogaster. Expresses dsRNA for RNAi of bun (FBgn0259176) under UAS control in the VALIUM10 vector.: y[1] v[1]; P{y[+t7.7] v[+t1.8]=TRiP.JF02954}attP2	Bloomington Drosophila Stock Center	BDSC:28322; Flybase:FBst0028322;
D. melanogaster. Expresses dsRNA for RNAi of aos (FBgn0004569) under UAS control in the VALIUM10 vector.: y[1] v[1]; P{y[+t7.7] v[+t1.8]=TRiP.JF03020}attP2	Bloomington Drosophila Stock Center	BDSC:28383; Flybase:FBst0028383;
D. melanogaster. Expresses dsRNA for RNAi of pcx (FBgn0003048) under UAS control in the VALIUM10 vector.: y[1] v[1]; P{y[+t7.7] v[+t1.8]=TRiP.HM05038}attP2/TM3, Sb[1]	Bloomington Drosophila Stock Center	BDSC:28552; Flybase:FBst0028552;
D. melanogaster. Expresses dsRNA for RNAi of Su(fu) (FBgn0005355) under UAS control in the VALIUM10 vector.: y[1] v[1]; P{y[+t7.7] v[+t1.8]=TRiP.HM05045}attP2	Bloomington Drosophila Stock Center	BDSC:28559; Flybase:FBst0028559;
D. melanogaster. Expresses dsRNA for RNAi of Apc2 (FBgn0026598) under UAS control in the VALIUM10 vector.: y[1] v[1]; P{y[+t7.7] v[+t1.8]=TRiP.HM05073}attP2	Bloomington Drosophila Stock Center	BDSC:28585; Flybase:FBst0028585;
D. melanogaster. Expresses dsRNA for RNAi of l(2)tid (FBgn0002174) under UAS control in the VALIUM10 vector.: y[1] v[1]; P{y[+t7.7] v[+t1.8]=TRiP.HM05082}attP2	Bloomington Drosophila Stock Center	BDSC:28594; Flybase:FBst0028594;
D. melanogaster. Expresses dsRNA for RNAi of Su(H) (FBgn0004837) under UAS control in the VALIUM10 vector.: y[1] v[1]; P{y[+t7.7] v[+t1.8]=TRiP.HM05110}attP2/TM3, Sb[1]	Bloomington Drosophila Stock Center	BDSC:28900; Flybase:FBst0028900;
D. melanogaster. Expresses dsRNA for RNAi of PDZ-GEF (FBgn0265778) under UAS control in the VALIUM10 vector.: y[1] v[1]; P{y[+t7.7] v[+t1.8]=TRiP.HM05139}attP2	Bloomington Drosophila Stock Center	BDSC:28928; Flybase:FBst0028928;
D. melanogaster. Expresses dsRNA for RNAi of wntD (FBgn0038134) under UAS control in the VALIUM10 vector.: y[1] v[1]; P{y[+t7.7] v[+t1.8]=TRiP.HM05158}attP2	Bloomington Drosophila Stock Center	BDSC:28947; Flybase:FBst0028947;
D. melanogaster. Expresses dsRNA for RNAi of Cdk2 (FBgn0004107) under UAS control in the VALIUM10 vector.: y[1] v[1]; P{y[+t7.7] v[+t1.8]=TRiP.HM05163}attP2	Bloomington Drosophila Stock Center	BDSC:28952; Flybase:FBst0028952;
D. melanogaster. Expresses dsRNA for RNAi of ci (FBgn0004859) under UAS control in the VALIUM10 vector.: y[1] v[1]; P{y[+t7.7] v[+t1.8]=TRiP.JF01715}attP2	Bloomington Drosophila Stock Center	BDSC:28984; Flybase:FBst0028984;
D. melanogaster. Expresses dsRNA for RNAi of mgl (FBgn0261260) under UAS control in the VALIUM10 vector.: y[1] v[1]; P{y[+t7.7] v[+t1.8]=TRiP.JF02485}attP2	Bloomington Drosophila Stock Center	BDSC:29324; Flybase:FBst0029324;
D. melanogaster. Expresses dsRNA for RNAi of E(spl)m4-BFM (FBgn0002629) under UAS control in the VALIUM10 vector.: y[1] v[1]; P{y[+t7.7] v[+t1.8]=TRiP.JF03310}attP2	Bloomington Drosophila Stock Center	BDSC:29378; Flybase:FBst0029378;
D. melanogaster. Expresses dsRNA for RNAi of Wnt4 (FBgn0010453) under UAS control in the VALIUM10 vector.: y[1] v[1]; P{y[+t7.7] v[+t1.8]=TRiP.JF03378}attP2	Bloomington Drosophila Stock Center	BDSC:29442; Flybase:FBst0029442;
D. melanogaster. Expresses dsRNA for RNAi of Dif (FBgn0011274) under UAS control in the VALIUM10 vector.: y[1] sc[*] v[1] sev[21]; P{y[+t7.7] v[+t1.8]=TRiP.HM05257}attP2	Bloomington Drosophila Stock Center	BDSC:30513; Flybase:FBst0030513;
D. melanogaster. Expresses dsRNA for RNAi of InR (FBgn0283499) under UAS control in the VALIUM1 vector.: y[1] v[1]; P{y[+t7.7] v[+t1.8]=TRiP.JF01482}attP2	Bloomington Drosophila Stock Center	BDSC:31037; Flybase:FBst0031037;
D. melanogaster. Expresses dsRNA for RNAi of Cdc5 (FBgn0265574) and Roc1b (FBgn0040291) under UAS control in the VALIUM1 vector.: y[1] v[1]; P{y[+t7.7] v[+t1.8]=TRiP.JF01517}attP2	Bloomington Drosophila Stock Center	BDSC:31067; Flybase:FBst0031067;
D. melanogaster. Expresses dsRNA for RNAi of Egfr (FBgn0003731) under UAS control in the VALIUM1 vector.: y[1] v[1]; P{y[+t7.7] v[+t1.8]=TRiP.JF01696}attP2	Bloomington Drosophila Stock Center	BDSC:31183; Flybase:FBst0031183;
D. melanogaster. Expresses dsRNA for RNAi of norpA (FBgn0262738) under UAS control in the VALIUM1 vector.: y[1] v[1]; P{y[+t7.7] v[+t1.8]=TRiP.JF01713}attP2	Bloomington Drosophila Stock Center	BDSC:31197; Flybase:FBst0031197;
D. melanogaster. Expresses dsRNA for RNAi of CenG1A (FBgn0028509) under UAS control in the VALIUM1 vector.: y[1] v[1]; P{y[+t7.7] v[+t1.8]=TRiP.JF01807}attP2	Bloomington Drosophila Stock Center	BDSC:31228; Flybase:FBst0031228;
D. melanogaster. Expresses dsRNA for RNAi of dsh (FBgn0000499) under UAS control in the VALIUM1 vector.: y[1] v[1]; P{y[+t7.7] v[+t1.8]=TRiP.JF01254}attP2	Bloomington Drosophila Stock Center	BDSC:31307; Flybase:FBst0031307;
D. melanogaster. Expresses dsRNA for RNAi of Tl (FBgn0262473) under UAS control in the VALIUM1 vector.: y[1] v[1]; P{y[+t7.7] v[+t1.8]=TRiP.JF01276}attP2	Bloomington Drosophila Stock Center	BDSC:31477; Flybase:FBst0031477;
D. melanogaster. Expresses dsRNA for RNAi of l(2)gl (FBgn0002121) under UAS control in the VALIUM1 vector.: y[1] v[1]; P{y[+t7.7] v[+t1.8]=TRiP.JF01073}attP2	Bloomington Drosophila Stock Center	BDSC:31517; Flybase:FBst0031517;
D. melanogaster. Expresses dsRNA for RNAi of Jra (FBgn0001291) under UAS control in the VALIUM1 vector.: y[1] v[1]; P{y[+t7.7] v[+t1.8]=TRiP.JF01184}attP2	Bloomington Drosophila Stock Center	BDSC:31595; Flybase:FBst0031595;
D. melanogaster. Expresses dsRNA for RNAi of Axn (FBgn0026597) under UAS control in the VALIUM1 vector.: y[1] v[1]; P{y[+t7.7] v[+t1.8]=TRiP.HM04012}attP2	Bloomington Drosophila Stock Center	BDSC:31705; Flybase:FBst0031705;
D. melanogaster. Expresses dsRNA for RNAi of gig (FBgn0005198) under UAS control in the VALIUM1 vector.: y[1] v[1]; P{y[+t7.7] v[+t1.8]=TRiP.HM04083}attP2	Bloomington Drosophila Stock Center	BDSC:31770; Flybase:FBst0031770;
D. melanogaster. Expresses dsRNA for RNAi of Med (FBgn0011655) under UAS control in the VALIUM10 vector.: y[1] v[1]; P{y[+t7.7] v[+t1.8]=TRiP.JF02218}attP2	Bloomington Drosophila Stock Center	BDSC:31928; Flybase:FBst0031928;
D. melanogaster. Expresses dsRNA for RNAi of RagC-D (FBgn0033272) under UAS control in the VALIUM20 vector.: y[1] sc[*] v[1] sev[21]; P{y[+t7.7] v[+t1.8]=TRiP.HMS00333}attP2	Bloomington Drosophila Stock Center	BDSC:32342; Flybase:FBst0032342;
D. melanogaster. Expresses dsRNA for RNAi of AMPKalpha (FBgn0023169) under UAS control in the VALIUM20 vector.: y[1] sc[*] v[1] sev[21]; P{y[+t7.7] v[+t1.8]=TRiP.HMS00362}attP2	Bloomington Drosophila Stock Center	BDSC:32371; Flybase:FBst0032371;
D. melanogaster. Expresses dsRNA for RNAi of Rho1 (FBgn0014020) under UAS control in the VALIUM20 vector.: y[1] sc[*] v[1] sev[21]; P{y[+t7.7] v[+t1.8]=TRiP.HMS00375}attP2/TM3, Sb[1]	Bloomington Drosophila Stock Center	BDSC:32383; Flybase:FBst0032383;
D. melanogaster. Expresses dsRNA for RNAi of pk (FBgn0003090) under UAS control in the VALIUM20 vector.: y[1] sc[*] v[1] sev[21]; P{y[+t7.7] v[+t1.8]=TRiP.HMS00408}attP2	Bloomington Drosophila Stock Center	BDSC:32413; Flybase:FBst0032413;
D. melanogaster. Expresses dsRNA for RNAi of RpS6 (FBgn0261592) under UAS control in the VALIUM20 vector.: y[1] sc[*] v[1] sev[21]; P{y[+t7.7] v[+t1.8]=TRiP.HMS00413}attP2	Bloomington Drosophila Stock Center	BDSC:32418; Flybase:FBst0032418;
D. melanogaster. Expresses dsRNA for RNAi of foxo (FBgn0038197) under UAS control in the VALIUM20 vector.: y[1] sc[*] v[1] sev[21]; P{y[+t7.7] v[+t1.8]=TRiP.HMS00422}attP2	Bloomington Drosophila Stock Center	BDSC:32427; Flybase:FBst0032427;
D. melanogaster. Expresses dsRNA for RNAi of Plc21C (FBgn0004611) under UAS control in the VALIUM20 vector.: y[1] sc[*] v[1] sev[21]; P{y[+t7.7] v[+t1.8]=TRiP.HMS00436}attP2/TM3, Sb[1]	Bloomington Drosophila Stock Center	BDSC:32438; Flybase:FBst0032438;
D. melanogaster. Expresses dsRNA for RNAi of Ilp2 (FBgn0036046) under UAS control in the VALIUM20 vector.: y[1] sc[*] v[1] sev[21]; P{y[+t7.7] v[+t1.8]=TRiP.HMS00476}attP2/TM3, Sb[1]	Bloomington Drosophila Stock Center	BDSC:32475; Flybase:FBst0032475;
D. melanogaster. Expresses dsRNA for RNAi of hh (FBgn0004644) under UAS control in the VALIUM20 vector.: y[1] sc[*] v[1] sev[21]; P{y[+t7.7] v[+t1.8]=TRiP.HMS00492}attP2/TM3, Sb[1]	Bloomington Drosophila Stock Center	BDSC:32489; Flybase:FBst0032489;
D. melanogaster. Expresses dsRNA for RNAi of Spred (FBgn0020767) under UAS control in the VALIUM20 vector.: y[1] sc[*] v[1] sev[21]; P{y[+t7.7] v[+t1.8]=TRiP.HMS00637}attP2	Bloomington Drosophila Stock Center	BDSC:32852; Flybase:FBst0032852;
D. melanogaster. Expresses dsRNA for RNAi of upd3 (FBgn0053542) under UAS control in the VALIUM20 vector.: y[1] sc[*] v[1] sev[21]; P{y[+t7.7] v[+t1.8]=TRiP.HMS00646}attP2	Bloomington Drosophila Stock Center	BDSC:32859; Flybase:FBst0032859;
D. melanogaster. Expresses dsRNA for RNAi of Ilp1 (FBgn0044051) under UAS control in the VALIUM20 vector.: y[1] sc[*] v[1] sev[21]; P{y[+t7.7] v[+t1.8]=TRiP.HMS00648}attP2	Bloomington Drosophila Stock Center	BDSC:32861; Flybase:FBst0032861;
D. melanogaster. Expresses dsRNA for RNAi of Ilp7 (FBgn0044046) under UAS control in the VALIUM20 vector.: y[1] sc[*] v[1] sev[21]; P{y[+t7.7] v[+t1.8]=TRiP.HMS00649}attP2	Bloomington Drosophila Stock Center	BDSC:32862; Flybase:FBst0032862;
D. melanogaster. Expresses dsRNA for RNAi of SkpA (FBgn0025637) under UAS control in the VALIUM20 vector.: y[1] sc[*] v[1] sev[21]; P{y[+t7.7] v[+t1.8]=TRiP.HMS00657}attP2	Bloomington Drosophila Stock Center	BDSC:32870; Flybase:FBst0032870;
D. melanogaster. Expresses dsRNA for RNAi of CG3226 (FBgn0029882) under UAS control in the VALIUM20 vector.: y[1] sc[*] v[1] sev[21]; P{y[+t7.7] v[+t1.8]=TRiP.HMS00662}attP2	Bloomington Drosophila Stock Center	BDSC:32875; Flybase:FBst0032875;
D. melanogaster. Expresses dsRNA for RNAi of CtBP (FBgn0020496) under UAS control in the VALIUM20 vector.: y[1] sc[*] v[1] sev[21]; P{y[+t7.7] v[+t1.8]=TRiP.HMS00677}attP2	Bloomington Drosophila Stock Center	BDSC:32889; Flybase:FBst0032889;
D. melanogaster. Expresses dsRNA for RNAi of Hel89B (FBgn0022787) under UAS control in the VALIUM20 vector.: y[1] sc[*] v[1] sev[21]; P{y[+t7.7] v[+t1.8]=TRiP.HMS00684}attP2	Bloomington Drosophila Stock Center	BDSC:32895; Flybase:FBst0032895;
D. melanogaster. Expresses dsRNA for RNAi of Tctp (FBgn0037874) under UAS control in the VALIUM20 vector.: y[1] sc[*] v[1] sev[21]; P{y[+t7.7] v[+t1.8]=TRiP.HMS00701}attP2/TM3, Sb[1]	Bloomington Drosophila Stock Center	BDSC:32911; Flybase:FBst0032911;
D. melanogaster. Expresses dsRNA for RNAi of jub (FBgn0030530) under UAS control in the VALIUM20 vector.: y[1] sc[*] v[1] sev[21]; P{y[+t7.7] v[+t1.8]=TRiP.HMS00714}attP2	Bloomington Drosophila Stock Center	BDSC:32923; Flybase:FBst0032923;
D. melanogaster. Expresses dsRNA for RNAi of Gug (FBgn0010825) under UAS control in the VALIUM20 vector.: y[1] sc[*] v[1] sev[21]; P{y[+t7.7] v[+t1.8]=TRiP.HMS00756}attP2	Bloomington Drosophila Stock Center	BDSC:32961; Flybase:FBst0032961;
D. melanogaster. Expresses dsRNA for RNAi of sav (FBgn0053193) under UAS control in the VALIUM20 vector.: y[1] sc[*] v[1] sev[21]; P{y[+t7.7] v[+t1.8]=TRiP.HMS00760}attP2	Bloomington Drosophila Stock Center	BDSC:32965; Flybase:FBst0032965;
D. melanogaster. Expresses dsRNA for RNAi of bsk (FBgn0000229) under UAS control in the VALIUM20 vector.: y[1] sc[*] v[1] sev[21]; P{y[+t7.7] v[+t1.8]=TRiP.HMS00777}attP2	Bloomington Drosophila Stock Center	BDSC:32977; Flybase:FBst0032977;
D. melanogaster. Expresses dsRNA for RNAi of Pgcl (FBgn0011822) under UAS control in the VALIUM20 vector.: y[1] sc[*] v[1] sev[21]; P{y[+t7.7] v[+t1.8]=TRiP.HMS00792}attP2/TM3, Sb[1]	Bloomington Drosophila Stock Center	BDSC:32992; Flybase:FBst0032992;
D. melanogaster. Expresses dsRNA for RNAi of polo (FBgn0003124) under UAS control in the VALIUM20 vector.: y[1] sc[*] v[1] sev[21]; P{y[+t7.7] v[+t1.8]=TRiP.HMS00530}attP2	Bloomington Drosophila Stock Center	BDSC:33042; Flybase:FBst0033042;
D. melanogaster. Expresses dsRNA for RNAi of cnk (FBgn0286070) under UAS control in the VALIUM20 vector.: y[1] sc[*] v[1] sev[21]; P{y[+t7.7] v[+t1.8]=TRiP.HMS00238}attP2	Bloomington Drosophila Stock Center	BDSC:33366; Flybase:FBst0033366;
D. melanogaster. Expresses dsRNA for RNAi of kay (FBgn0001297) under UAS control in the VALIUM20 vector.: y[1] sc[*] v[1] sev[21]; P{y[+t7.7] v[+t1.8]=TRiP.HMS00254}attP2	Bloomington Drosophila Stock Center	BDSC:33379; Flybase:FBst0033379;
D. melanogaster. Expresses dsRNA for RNAi of apolpp (FBgn0087002) under UAS control in the VALIUM20 vector.: y[1] sc[*] v[1] sev[21]; P{y[+t7.7] v[+t1.8]=TRiP.HMS00265}attP2/TM3, Sb[1]	Bloomington Drosophila Stock Center	BDSC:33388; Flybase:FBst0033388;
D. melanogaster. Expresses dsRNA for RNAi of Su(var)205 (FBgn0003607) under UAS control in the VALIUM20 vector.: y[1] sc[*] v[1] sev[21]; P{y[+t7.7] v[+t1.8]=TRiP.HMS00278}attP2	Bloomington Drosophila Stock Center	BDSC:33400; Flybase:FBst0033400;
D. melanogaster. Expresses dsRNA for RNAi of Tak1 (FBgn0026323) under UAS control in the VALIUM20 vector.: y[1] sc[*] v[1] sev[21]; P{y[+t7.7] v[+t1.8]=TRiP.HMS00282}attP2	Bloomington Drosophila Stock Center	BDSC:33404; Flybase:FBst0033404;
D. melanogaster. Expresses dsRNA for RNAi of hpo (FBgn0261456) under UAS control in the VALIUM20 vector.: y[1] v[1]; P{y[+t7.7] v[+t1.8]=TRiP.HMS00006}attP2	Bloomington Drosophila Stock Center	BDSC:33614; Flybase:FBst0033614;
D. melanogaster. Expresses dsRNA for RNAi of Akt1 (FBgn0010379) under UAS control in the VALIUM20 vector.: y[1] v[1]; P{y[+t7.7] v[+t1.8]=TRiP.HMS00007}attP2	Bloomington Drosophila Stock Center	BDSC:33615; Flybase:FBst0033615;
D. melanogaster. Expresses dsRNA for RNAi of N (FBgn0004647) under UAS control in the VALIUM20 vector.: y[1] v[1]; P{y[+t7.7] v[+t1.8]=TRiP.HMS00009}attP2	Bloomington Drosophila Stock Center	BDSC:33616; Flybase:FBst0033616;
D. melanogaster. Expresses dsRNA for RNAi of csw (FBgn0000382) under UAS control in the VALIUM20 vector.: y[1] v[1]; P{y[+t7.7] v[+t1.8]=TRiP.HMS00012}attP2	Bloomington Drosophila Stock Center	BDSC:33619; Flybase:FBst0033619;
D. melanogaster. Expresses dsRNA for RNAi of tor (FBgn0003733) under UAS control in the VALIUM20 vector.: y[1] v[1]; P{y[+t7.7] v[+t1.8]=TRiP.HMS00021}attP2	Bloomington Drosophila Stock Center	BDSC:33627; Flybase:FBst0033627;
D. melanogaster. Expresses dsRNA for RNAi of Stat92E (FBgn0016917) under UAS control in the VALIUM20 vector.: y[1] v[1]; P{y[+t7.7] v[+t1.8]=TRiP.HMS00035}attP2	Bloomington Drosophila Stock Center	BDSC:33637; Flybase:FBst0033637;
D. melanogaster. Expresses dsRNA for RNAi of Dsor1 (FBgn0010269) under UAS control in the VALIUM20 vector.: y[1] v[1]; P{y[+t7.7] v[+t1.8]=TRiP.HMS00037}attP2	Bloomington Drosophila Stock Center	BDSC:33639; Flybase:FBst0033639;
D. melanogaster. Expresses dsRNA for RNAi of Pten (FBgn0026379) under UAS control in the VALIUM20 vector.: y[1] v[1]; P{y[+t7.7] v[+t1.8]=TRiP.HMS00044}attP2	Bloomington Drosophila Stock Center	BDSC:33643; Flybase:FBst0033643;
D. melanogaster. Expresses dsRNA for RNAi of CycD (FBgn0010315) under UAS control in the VALIUM20 vector.: y[1] sc[*] v[1] sev[21]; P{y[+t7.7] v[+t1.8]=TRiP.HMS00059}attP2	Bloomington Drosophila Stock Center	BDSC:33653; Flybase:FBst0033653;
D. melanogaster. Expresses dsRNA for RNAi of Rel (FBgn0014018) under UAS control in the VALIUM20 vector.: y[1] sc[*] v[1] sev[21]; P{y[+t7.7] v[+t1.8]=TRiP.HMS00070}attP2	Bloomington Drosophila Stock Center	BDSC:33661; Flybase:FBst0033661;
D. melanogaster. Expresses dsRNA for RNAi of upd1 (FBgn0004956) under UAS control in the VALIUM20 vector.: y[1] sc[*] v[1] sev[21]; P{y[+t7.7] v[+t1.8]=TRiP.HMS00545}attP2	Bloomington Drosophila Stock Center	BDSC:33680; Flybase:FBst0033680;
D. melanogaster. Expresses dsRNA for RNAi of Ilp3 (FBgn0044050) under UAS control in the VALIUM20 vector.: y[1] sc[*] v[1] sev[21]; P{y[+t7.7] v[+t1.8]=TRiP.HMS00546}attP2	Bloomington Drosophila Stock Center	BDSC:33681; Flybase:FBst0033681;
D. melanogaster. Expresses dsRNA for RNAi of Ilp4 (FBgn0044049) under UAS control in the VALIUM20 vector.: y[1] sc[*] v[1] sev[21]; P{y[+t7.7] v[+t1.8]=TRiP.HMS00547}attP2	Bloomington Drosophila Stock Center	BDSC:33682; Flybase:FBst0033682;
D. melanogaster. Expresses dsRNA for RNAi of Ilp5 (FBgn0044048) under UAS control in the VALIUM20 vector.: y[1] sc[*] v[1] sev[21]; P{y[+t7.7] v[+t1.8]=TRiP.HMS00548}attP2	Bloomington Drosophila Stock Center	BDSC:33683; Flybase:FBst0033683;
D. melanogaster. Expresses dsRNA for RNAi of Ilp6 (FBgn0044047) under UAS control in the VALIUM20 vector.: y[1] sc[*] v[1] sev[21]; P{y[+t7.7] v[+t1.8]=TRiP.HMS00549}attP2	Bloomington Drosophila Stock Center	BDSC:33684; Flybase:FBst0033684;
D. melanogaster. Expresses dsRNA for RNAi of d (FBgn0262029) under UAS control in the VALIUM20 vector.: y[1] sc[*] v[1] sev[21]; P{y[+t7.7] v[+t1.8]=TRiP.HMS01096}attP2	Bloomington Drosophila Stock Center	BDSC:33754; Flybase:FBst0033754;
D. melanogaster. Expresses dsRNA for RNAi of Dad (FBgn0020493) under UAS control in the VALIUM20 vector.: y[1] sc[*] v[1] sev[21]; P{y[+t7.7] v[+t1.8]=TRiP.HMS01102}attP2	Bloomington Drosophila Stock Center	BDSC:33759; Flybase:FBst0033759;
D. melanogaster. Expresses dsRNA for RNAi of inaC (FBgn0004784) under UAS control in the VALIUM20 vector.: y[1] v[1]; P{y[+t7.7] v[+t1.8]=TRiP.JF02958}attP2/TM3, Sb[1]	Bloomington Drosophila Stock Center	BDSC:33768; Flybase:FBst0033768;
D. melanogaster. Expresses dsRNA for RNAi of wg (FBgn0284084) under UAS control in the VALIUM20 vector.: y[1] sc[*] v[1] sev[21]; P{y[+t7.7] v[+t1.8]=TRiP.HMS00844}attP2	Bloomington Drosophila Stock Center	BDSC:33902; Flybase:FBst0033902;
D. melanogaster. Expresses dsRNA for RNAi of srl (FBgn0037248) under UAS control in the VALIUM20 vector.: y[1] sc[*] v[1] sev[21]; P{y[+t7.7] v[+t1.8]=TRiP.HMS00858}attP2	Bloomington Drosophila Stock Center	BDSC:33915; Flybase:FBst0033915;
D. melanogaster. Expresses dsRNA for RNAi of SkpC (FBgn0026175) under UAS control in the VALIUM20 vector.: y[1] sc[*] v[1] sev[21]; P{y[+t7.7] v[+t1.8]=TRiP.HMS00871}attP2	Bloomington Drosophila Stock Center	BDSC:33925; Flybase:FBst0033925;
D. melanogaster. Expresses dsRNA for RNAi of SPE (FBgn0039102) under UAS control in the VALIUM20 vector.: y[1] sc[*] v[1] sev[21]; P{y[+t7.7] v[+t1.8]=TRiP.HMS00873}attP2	Bloomington Drosophila Stock Center	BDSC:33926; Flybase:FBst0033926;
D. melanogaster. Expresses dsRNA for RNAi of Traf6 (FBgn0265464) under UAS control in the VALIUM20 vector.: y[1] sc[*] v[1] sev[21]; P{y[+t7.7] v[+t1.8]=TRiP.HMS00880}attP2	Bloomington Drosophila Stock Center	BDSC:33931; Flybase:FBst0033931;
